0.000000000,br
0.584489795,m
1.122539682,m
1.523809523,m
1.775238095,m
2.148571428,m
2.692063492,m
3.228004535,m
3.637528344,m
3.984557823,m
4.274285714,m
4.784761904,m
5.320634920,m
5.718027210,m
5.970793650,m
6.347528344,m
6.852063492,m
7.117074829,m
7.383219954,m
7.657142857,m
7.693968253,m
7.732063492,m
7.762539682,m
7.799365079,m
7.843809523,m
8.175600907,m
8.660317460,m
8.933877551,k
9.201632653,hc
9.264761904,br
9.482448979,sb
9.734965986,hc
9.887346938,k
9.987482993,hc
10.108163265,t
10.243265306,k
10.529523809,sb
10.808163265,hc
10.879591836,br
11.092244897,k
11.356734693,hc
11.438730158,br
11.620136054,sb
11.866122448,hc
12.029387755,k
12.170158730,hc
12.273469387,t
12.408163265,k
12.697687074,sb
12.982857142,x
13.038730158,x
13.135238095,x
13.234285714,k
13.494421768,hc
13.577868480,br
13.779591836,sb
14.008163265,hc
14.174693877,k
14.265759637,hc
14.392380952,t
14.540408163,k
14.813605442,sb
15.046530612,hc
15.189115646,x
15.236281179,x
15.307392290,x
15.577687074,hc
15.717551020,x
15.756734693,x
15.817142857,x
16.097959183,hc
16.222040816,x
16.271020408,x
16.323265306,x
16.598639455,hc
16.770612244,k
16.893061224,sk
17.160272108,hc
17.249523809,br
17.443265306,k
17.506031746,ho
17.739319727,hc
17.887346938,k
18.013968253,sk
18.146394557,hc
18.272653061,k
18.339047619,ho
18.566530612,hc
18.693877551,k
18.812517006,hc
18.955102040,k
19.093333333,sk
19.225396825,x
19.336417233,hc
19.466666666,x
19.535238095,x
19.624489795,k
19.877006802,hc
19.990204081,k
20.137142857,sk
20.264489795,hc
20.418367346,k
20.474489795,ho
20.682448979,hc
20.822857142,k
20.945850340,hc
21.097142857,k
21.249523809,sk
21.369614512,x
21.435646258,x
21.477732426,x
21.604716553,x
21.662766439,x
21.750204081,k
21.818049886,ho
22.021224489,hc
22.142040816,k
22.278458049,sk
22.436281179,hc
22.553469387,k
22.622040816,ho
22.825215419,hc
22.958367346,k
23.080634920,hc
23.216326530,k
23.374149659,sk
23.503310657,x
23.569705215,x
23.616145124,x
23.677460317,x
23.739863945,x
23.797664399,x
23.882448979,k
23.951020408,ho
24.140045351,hc
24.257959183,k
24.405986394,sk
24.543492063,hc
24.675918367,k
24.737959183,ho
24.962267573,ho
25.242993197,hc
25.326439909,x
25.437687074,x
25.539954648,s
25.765442176,x
26.102857142,k
26.159455782,ho
26.403265306,hc
26.494693877,x
26.594829931,x
26.721088435,s
26.811428571,x
26.923174603,x
27.022448979,k
27.071746031,ho
27.293605442,hc
27.394285714,x
27.502222222,x
27.600544217,hc
27.690158730,x
27.805714285,x
27.914920634,s
28.017777777,x
28.119365079,x
28.203537414,hc
28.293514739,x
28.400907029,x
28.515918367,k
28.579410430,ho
28.817414965,hc
28.911746031,x
29.016235827,x
29.100408163,s
29.232471655,x
29.341315192,x
29.443265306,k
29.496598639,ho
29.722993197,hc
29.840544217,x
29.952290249,x
30.047346938,hc
30.146757369,x
30.255600907,x
30.367346938,s
30.466031746,x
30.580680272,x
30.654693877,hc
30.724353741,x
30.843356009,x
30.977959183,k
31.045079365,ho
31.268571428,hc
31.368707482,x
31.477551020,x
31.598004535,s
31.695238095,x
31.808435374,x
31.921632653,k
31.973469387,ho
32.198095238,hc
32.300000000,x
32.416326530,x
32.522448979,hc
32.620408163,x
32.732653061,x
32.847528344,s
32.947664399,x
33.063764172,x
33.149387755,hc
33.246621315,x
33.362721088,x
33.469387755,k
33.525260770,ho
33.771972789,hc
33.873560090,x
33.988208616,x
34.101405895,s
34.205895691,x
34.332154195,x
34.406122448,ho
34.712380952,hc
34.806122448,x
34.926530612,x
35.068367346,x
35.222448979,x
35.372448979,s
35.623469387,x
36.009183673,x
36.223469387,m
36.393877551,x
36.503061224,m
36.626530612,s
36.725510204,x
36.860204081,x
36.955102040,x
37.194897959,m
37.334693877,x
37.451020408,m
37.620408163,x
37.740816326,x
37.848979591,s
37.958163265,x
38.063265306,m
38.239795918,x
38.359183673,m
38.462244897,x
38.717346938,m
38.857142857,x
38.972448979,m
39.079591836,s
39.181632653,x
39.289795918,m
39.386734693,x
39.660204081,m
39.810204081,x
39.925510204,m
40.088775510,x
40.195918367,m
40.318367346,s
40.436734693,x
40.536734693,m
40.607142857,x
40.713265306,x
40.822448979,m
40.946938775,x
41.195918367,m
41.340816326,x
41.451020408,m
41.555102040,s
41.652040816,x
41.773469387,m
41.877551020,x
42.120408163,m
42.268367346,x
42.386734693,m
42.556122448,x
42.671428571,m
42.798979591,s
42.918367346,x
43.025510204,m
43.197823129,x
43.318367346,m
43.418367346,x
43.715306122,m
43.853061224,x
43.972448979,m
44.070408163,s
44.167981859,x
44.278571428,m
44.386394557,k
44.427029478,ho
44.734603174,x
44.912244897,k
45.028571428,k
45.068571428,ho
45.357460317,s
45.683809523,br
46.003083900,m
46.151836734,m
46.314376417,m
46.445714285,m
46.627551020,s
46.942040816,m
47.229387755,hc
47.400000000,k
47.555102040,k
47.627029478,ho
47.866326530,s
48.056598639,m
48.529705215,m
48.679909297,m
48.841723356,m
48.978140589,m
49.154081632,s
49.330068027,hc
49.473015873,m
49.629750566,m
49.757460317,m
49.936734693,k
49.986757369,ho
50.244897959,k
50.418367346,s
50.573469387,x
50.655102040,x
50.722448979,x
50.794897959,x
50.874489795,x
50.940816326,x
51.029591836,m
51.181632653,m
51.323469387,m
51.470408163,m
51.645918367,s
51.807346938,hc
51.943877551,m
52.104081632,m
52.248979591,m
52.402040816,k
52.455328798,ho
52.714285714,k
52.901020408,s
53.062244897,x
53.132653061,x
53.188775510,x
53.271428571,x
53.334693877,x
53.411224489,x
53.489795918,m
53.651020408,m
53.801020408,m
53.952040816,m
54.106122448,s
54.251972789,hc
